EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,DistanceFromHome,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,TrainingTimesLastYear,Attrition
867,29,R&D,Executive,131541,18,2,4,3,3,No,3,No
868,54,Sales,Analyst,136883,19,3,1,4,1,Yes,2,No
869,32,Sales,Analyst,84619,3,35,2,2,3,Yes,0,Yes
870,55,Sales,Analyst,81842,21,33,4,4,4,No,0,No
871,55,Finance,Lead,114803,16,24,2,3,1,Yes,2,No
872,21,R&D,Lead,121858,10,19,2,3,2,Yes,2,No
873,42,Finance,Lead,46990,3,18,1,1,3,Yes,4,Yes
874,49,R&D,Manager,36193,12,24,2,4,2,No,1,No
875,28,R&D,Lead,50109,19,35,1,1,2,No,3,Yes
876,31,R&D,Analyst,39233,16,1,4,2,1,No,0,No
877,57,R&D,Analyst,133557,8,36,2,1,3,No,3,No
878,34,Sales,Manager,101730,3,25,2,2,4,No,4,Yes
879,50,HR,Manager,148133,22,34,3,3,2,No,0,No
880,55,Sales,Lead,54510,13,25,4,3,1,Yes,4,No
881,41,HR,Associate,21306,18,16,4,4,1,Yes,4,No
882,57,IT,Manager,23849,2,34,3,2,4,No,5,No
883,25,Sales,Executive,32360,13,29,3,3,1,No,2,No
884,39,Sales,Analyst,131072,7,19,1,4,2,No,5,No
885,34,IT,Executive,142207,23,23,1,4,1,No,3,No
886,46,R&D,Analyst,114767,0,19,2,1,3,No,3,Yes
887,24,Sales,Analyst,65800,9,25,2,4,3,Yes,2,No
888,45,Finance,Manager,148442,17,16,2,3,2,Yes,5,No
889,45,Sales,Manager,56963,15,9,2,1,3,Yes,3,Yes
890,38,IT,Executive,74330,7,1,1,2,4,Yes,5,Yes
891,28,Finance,Analyst,71707,0,19,4,2,1,No,2,No
892,59,Sales,Executive,38689,11,33,2,3,2,Yes,0,Yes
893,34,Sales,Associate,49084,7,34,4,3,4,Yes,4,No
894,52,Sales,Executive,60387,23,16,2,1,1,No,4,No
895,58,R&D,Lead,94816,15,18,3,1,4,No,5,No
896,53,Sales,Executive,22642,17,34,2,3,2,Yes,3,Yes
897,43,IT,Lead,62137,3,25,2,3,2,Yes,5,Yes
898,35,Sales,Lead,99832,5,6,2,2,4,No,5,Yes
899,53,R&D,Lead,75561,11,21,1,2,1,No,1,Yes
900,45,Finance,Associate,82260,8,6,3,2,3,No,4,No
901,37,IT,Executive,35438,14,32,2,3,3,No,2,No
902,53,HR,Executive,68442,15,39,2,4,4,No,5,No
903,22,R&D,Associate,123061,23,31,4,3,2,No,1,No
904,34,HR,Analyst,22994,11,10,3,3,1,No,1,No
905,59,R&D,Manager,143439,23,30,2,2,1,No,4,No
906,26,R&D,Executive,145844,22,18,4,3,2,Yes,4,No
907,26,Sales,Manager,133530,13,24,4,1,3,No,4,No
908,23,Finance,Associate,119575,12,9,1,3,1,No,2,No
909,27,R&D,Analyst,21813,24,31,4,3,4,Yes,1,No
910,28,Sales,Analyst,113027,1,15,2,3,3,No,3,No
911,35,R&D,Analyst,143489,2,4,1,3,4,Yes,2,Yes
912,49,R&D,Associate,104381,23,9,1,4,3,No,0,No
913,53,IT,Lead,138808,21,9,2,3,2,No,5,No
914,50,IT,Lead,75276,9,26,3,1,4,No,4,No
915,59,IT,Manager,61243,8,4,4,1,4,No,1,No
916,47,Sales,Lead,82912,19,17,1,3,2,Yes,5,No
917,56,R&D,Lead,80272,7,16,3,2,4,No,2,No
918,49,R&D,Analyst,122700,9,15,2,4,3,No,0,No
919,58,Sales,Analyst,62051,18,35,4,3,1,No,2,No
920,53,Sales,Manager,98854,2,5,4,3,1,No,2,No
921,57,IT,Executive,102736,23,5,1,3,2,No,3,No
922,47,Sales,Manager,141992,4,20,4,2,3,No,5,No
923,53,R&D,Manager,142019,2,15,4,2,4,Yes,3,No
924,24,Sales,Associate,85618,15,18,4,2,4,No,2,No
925,42,Sales,Associate,21920,16,2,4,4,1,No,0,No
926,22,Sales,Manager,126121,14,29,2,1,4,No,1,No
927,30,Finance,Manager,97219,2,13,3,4,1,Yes,1,No
928,25,IT,Manager,96872,11,4,2,2,2,Yes,5,Yes
929,30,Finance,Lead,101132,8,10,2,1,4,No,4,No
930,53,R&D,Associate,22093,20,31,1,1,3,No,4,Yes
931,58,Sales,Manager,32905,11,8,4,2,4,No,1,No
932,33,R&D,Analyst,141759,14,3,2,2,1,No,2,No
933,51,R&D,Analyst,44351,1,9,4,4,2,No,2,No
934,56,IT,Lead,50981,22,30,2,2,1,No,3,Yes
935,44,Sales,Lead,93903,17,11,2,1,4,Yes,5,Yes
936,35,R&D,Executive,90821,19,35,1,3,1,No,3,No
937,49,Sales,Executive,129200,11,37,3,2,1,Yes,4,Yes
938,28,R&D,Executive,123241,22,13,3,2,2,No,1,No
939,25,IT,Lead,102289,3,36,2,4,3,No,2,No
940,49,R&D,Lead,136506,22,13,1,4,4,No,1,No
941,24,R&D,Lead,104021,15,12,4,2,2,No,0,No
942,32,R&D,Analyst,98513,22,37,4,1,3,No,1,No
943,22,R&D,Lead,39874,15,10,2,1,1,No,0,Yes
944,47,IT,Analyst,70931,0,9,3,3,3,Yes,3,No
945,51,Finance,Executive,27674,21,7,1,2,1,No,3,No
946,56,Finance,Executive,70516,24,2,3,4,1,Yes,4,No
947,56,IT,Executive,141982,1,23,4,1,2,No,1,No
948,46,R&D,Manager,148408,2,39,3,3,1,Yes,1,No
949,47,IT,Manager,114574,20,39,4,2,2,Yes,0,Yes
950,25,R&D,Associate,80686,24,21,1,1,3,No,3,No
951,40,Sales,Associate,114851,19,23,1,2,3,No,0,Yes
952,31,IT,Associate,89212,16,29,2,2,1,No,3,No
953,30,Sales,Manager,22426,19,14,2,1,2,Yes,0,Yes
954,58,Finance,Manager,142952,21,26,3,1,1,No,3,No
955,26,R&D,Associate,110009,20,5,1,1,2,Yes,0,No
956,28,HR,Associate,88498,0,31,1,2,2,No,3,Yes
957,43,IT,Lead,49943,19,25,2,2,2,No,5,Yes
958,46,Finance,Associate,86395,5,31,4,3,3,No,0,No
959,32,HR,Lead,64816,14,20,3,4,2,No,1,No
960,46,HR,Analyst,24138,13,17,3,2,3,No,4,No
961,33,Sales,Manager,120728,19,2,2,4,2,No,5,No
962,38,R&D,Associate,111176,14,25,1,1,3,No,5,Yes
963,45,Sales,Manager,95945,13,13,2,2,4,No,0,No
964,53,IT,Manager,24017,24,39,2,3,3,No,4,No
965,32,R&D,Manager,30451,20,28,2,3,3,Yes,1,Yes
966,56,IT,Analyst,82956,23,6,2,4,1,No,5,No
967,24,Sales,Executive,113863,24,3,4,1,2,No,1,No
968,25,Sales,Associate,30278,4,35,4,4,4,No,3,No
969,57,IT,Executive,110480,5,18,1,1,1,Yes,4,Yes
970,28,Sales,Executive,63764,16,11,2,3,2,Yes,2,No
971,48,Sales,Executive,143030,10,20,4,4,4,No,3,No
972,51,Sales,Manager,21134,15,5,1,3,4,No,4,No
973,29,Finance,Lead,82943,11,19,2,3,4,Yes,0,No
974,49,IT,Manager,115667,14,22,3,1,2,No,0,No
975,34,R&D,Manager,74318,22,19,4,4,4,No,1,No
976,42,Sales,Executive,123423,3,16,1,4,4,No,5,No
977,31,R&D,Manager,123998,17,24,3,3,1,Yes,2,No
978,43,IT,Executive,80128,20,4,2,3,3,Yes,0,No
979,21,IT,Lead,108056,2,15,2,1,2,No,4,Yes
980,57,Sales,Associate,41869,21,25,2,2,3,Yes,5,Yes
981,41,Sales,Executive,122468,7,35,4,2,1,Yes,5,Yes
982,46,Sales,Lead,137034,22,14,1,3,3,No,4,No
983,56,IT,Associate,25039,2,19,3,2,4,No,5,No
984,43,IT,Analyst,41281,7,38,1,2,4,Yes,0,Yes
985,21,Sales,Executive,132935,17,36,4,2,2,Yes,4,No
986,35,Sales,Executive,30442,9,7,1,2,2,Yes,4,Yes
987,41,Sales,Analyst,93788,24,30,4,3,2,Yes,1,No
988,29,Finance,Analyst,139729,19,19,2,2,1,No,2,No
989,29,Sales,Executive,47586,16,25,3,2,2,No,1,No
990,30,IT,Analyst,73053,7,16,2,1,1,No,2,No
991,46,HR,Manager,70489,22,8,1,3,4,No,4,No
992,55,R&D,Associate,103104,10,18,2,4,3,No,5,No
993,45,Sales,Associate,106346,4,28,3,4,4,Yes,2,No
994,46,Sales,Associate,87087,12,16,2,1,4,No,4,No
995,31,HR,Manager,32625,20,19,3,1,4,No,4,No
996,58,IT,Analyst,54397,22,17,3,3,2,No,1,No
997,22,HR,Lead,78671,4,13,2,4,2,Yes,1,Yes
998,27,R&D,Analyst,136214,23,7,4,2,2,No,5,No
999,38,Sales,Executive,111785,12,27,1,1,3,No,3,No
1000,47,Finance,Associate,86897,5,10,4,4,2,No,0,No
